RSN,EQID,Station_Code,Magnitude,Fault_Mechanisc,depth,Joyner_Boore_Rjb,Soil_site_class,PGA,T0.010S,T0.020S,T0.030S,T0.040S,T0.050S,T0.060S,T0.070S,T0.080S,T0.090S,T0.100S,T0.150S,T0.200S,T0.250S,T0.300S,T0.400S,T0.500S,T0.800S,T1.000S,T1.200S,T1.500S,T1.800S,T2.000S,T2.500S,T3.000S,T3.500S,T4.000S,T5.000S
726,157,KATNP,7.3,0,15,18.701878,C,0.080222,0.080395,0.081714,0.081048,0.08573,0.084085,0.088256,0.091317,0.09227,0.093857,0.096655,0.1526,0.16431,0.14818,0.21318,0.29734,0.17914,0.16804,0.18555,0.12172,0.073241,0.079721,0.082023,0.068033,0.088386,0.066549,0.044716,0.035707
727,157,KTP,7.3,0,15,23.860355,B,0.065202,0.067863,0.066677,0.066669,0.070333,0.07255,0.070853,0.075846,0.10082,0.1125,0.11201,0.18094,0.18034,0.18802,0.15156,0.12856,0.1132,0.070469,0.042185,0.032901,0.033411,0.030446,0.027134,0.01986,0.01266,0.0092598,0.0075236,0.0066538
728,157,TVU,7.3,0,15,23.007888,C,0.11322,0.11322,0.11356,0.11368,0.1134,0.11555,0.11698,0.1162,0.12096,0.11966,0.1253,0.16815,0.20397,0.23559,0.29558,0.25562,0.202,0.26034,0.36722,0.2974,0.19889,0.2029,0.22992,0.27542,0.10787,0.054399,0.035579,0.022238
729,157,PTN,7.3,0,15,21.380498,C,0.06728,0.067433,0.068371,0.069141,0.0699,0.077455,0.078643,0.085415,0.09237,0.092282,0.11211,0.17259,0.14445,0.13371,0.12479,0.14869,0.11655,0.10504,0.12464,0.12282,0.057904,0.068468,0.073363,0.075114,0.094271,0.044587,0.033407,0.022901
730,157,THM,7.3,0,15,18.171804,C,0.10304,0.10331,0.10465,0.10508,0.10627,0.10408,0.10704,0.10943,0.11042,0.11568,0.12395,0.21024,0.18038,0.21386,0.19436,0.24694,0.21505,0.24224,0.32633,0.28992,0.19534,0.22301,0.15387,0.085458,0.10983,0.10533,0.071311,0.035854
731,157,BKT,7.3,0,15,16.214288,C,0.12255,0.12279,0.12326,0.12491,0.12917,0.13281,0.13768,0.1466,0.15056,0.15022,0.15352,0.28298,0.20497,0.2048,0.29861,0.31006,0.23777,0.28502,0.22486,0.13304,0.099472,0.13041,0.094053,0.10237,0.074449,0.03965,0.028336,0.017285
732,157,RNB,7.3,0,15,23.89701,C,0.19825,0.2023,0.20114,0.20404,0.21986,0.23091,0.24725,0.23777,0.24971,0.30207,0.33384,0.33906,0.35338,0.376,0.60821,0.39769,0.38907,0.28588,0.23904,0.20703,0.18397,0.16029,0.13379,0.11287,0.076947,0.046749,0.044682,0.027058
733,157,PPR,7.3,0,15,16.812525,C,0.11872,0.11902,0.11946,0.12064,0.12262,0.13213,0.14247,0.14214,0.16941,0.1998,0.21101,0.28369,0.28079,0.24893,0.27223,0.16894,0.1615,0.28079,0.25664,0.18864,0.13478,0.10177,0.083693,0.078957,0.092255,0.067634,0.031179,0.01882
734,157,KPN,7.3,0,15,15.199093,C,0.13568,0.13656,0.13733,0.14048,0.1408,0.15378,0.17405,0.22737,0.25179,0.21828,0.21553,0.33858,0.51174,0.38143,0.32899,0.25546,0.22359,0.24241,0.23393,0.1967,0.11036,0.067367,0.052807,0.035584,0.027691,0.0155,0.010821,0.01209
735,158,KTP,5.62,0,10,92.85,B,0.0020732,0.0020618,0.0021251,0.0023614,0.0025889,0.0028638,0.0030418,0.0057573,0.0064978,0.0052498,0.0064744,0.0069933,0.0049277,0.002953,0.0017617,0.0010263,0.00096505,0.00043468,0.00026232,0.00021426,0.00012911,9.02E-05,7.78E-05,6.49E-05,3.67E-05,2.50E-05,1.58E-05,1.22E-05
736,158,TVU,5.62,0,10,91.31,C,0.0021073,0.0021177,0.0021337,0.0021908,0.002393,0.0025602,0.0028173,0.0030169,0.0031985,0.0036616,0.0041758,0.0060641,0.0077334,0.0079757,0.0051383,0.0064607,0.0050112,0.0037304,0.0029475,0.0027366,0.00138,0.0011825,0.0011678,0.001125,0.00044332,0.00022931,0.00014279,8.42E-05
737,158,PTN,5.62,0,10,88.3,C,0.0024374,0.0024345,0.0024985,0.002626,0.0029181,0.0037155,0.0043579,0.0045215,0.0065316,0.0070567,0.0087285,0.0083792,0.0042979,0.0030963,0.0027409,0.0020745,0.0018009,0.0010819,0.0011183,0.0013006,0.00076239,0.00065028,0.00065039,0.00071359,0.00049012,0.00030892,0.00015226,6.07E-05
738,158,THM,5.62,0,10,82.61,C,0.0020679,0.0020782,0.0021187,0.0021665,0.0021507,0.002384,0.0026735,0.0026696,0.0030911,0.0041076,0.003741,0.0052669,0.0045174,0.0051837,0.0049882,0.003768,0.004098,0.002521,0.0030773,0.0018659,0.0010354,0.00087329,0.00070895,0.00064893,0.00068948,0.00036678,0.00021992,8.80E-05
739,158,BKT,5.62,0,10,78.11,C,0.0015124,0.0015108,0.0016368,0.0017485,0.0019595,0.0024031,0.0028711,0.0031039,0.0027749,0.0034172,0.0033466,0.0038404,0.0039664,0.0046123,0.0035649,0.0032386,0.0031863,0.0031687,0.0036628,0.0021761,0.0014188,0.0013711,0.00099119,0.0007036,0.00039715,0.00021627,9.94E-05,5.78E-05
740,158,RNB,5.62,0,10,89.14,C,0.0037114,0.003766,0.0038989,0.0043966,0.0057842,0.006875,0.0079533,0.0074701,0.011351,0.011078,0.011316,0.0090373,0.0074613,0.0091863,0.0067246,0.006829,0.0052067,0.0033625,0.0025918,0.0015449,0.0012648,0.00075884,0.00071423,0.00040498,0.00043074,0.0002456,0.00014222,5.47E-05
741,158,PPR,5.62,0,10,87.56,C,0.0038419,0.0038431,0.0039637,0.00419,0.0044886,0.0057951,0.0062882,0.0076362,0.0091351,0.010255,0.013925,0.010302,0.0084324,0.0070453,0.0034521,0.0030759,0.0032799,0.0017146,0.0013157,0.0015549,0.0010115,0.00056311,0.00070282,0.00084227,0.00069175,0.0003043,0.00016239,8.03E-05
742,158,KPN,5.62,0,10,84.86,C,0.0033912,0.0034133,0.0034239,0.0035599,0.0040174,0.0051497,0.0066647,0.0060461,0.0077078,0.009677,0.0097903,0.012153,0.010049,0.0069249,0.004394,0.0038354,0.0036233,0.0020456,0.0015528,0.0016188,0.00092993,0.00054072,0.00035435,0.00018394,0.00013689,8.75E-05,5.56E-05,2.70E-05
743,159,ALB,6.3,0,15,492.35086,B,0.0041542,0.004163,0.0043684,0.0044309,0.0047711,0.0051955,0.0055285,0.0069902,0.0073532,0.0078974,0.0098231,0.0086383,0.0078779,0.0084641,0.0084638,0.0070382,0.0070536,0.006188,0.0077006,0.0069223,0.0080972,0.0057153,0.0047604,0.0036511,0.0030949,0.0027889,0.0018495,0.0015986
744,159,VNS,6.3,0,15,403.94671,C,0.016455,0.016476,0.016563,0.01657,0.016776,0.017383,0.017753,0.017826,0.018834,0.022166,0.025445,0.043401,0.046698,0.041732,0.049281,0.043757,0.031848,0.029442,0.022731,0.013208,0.012042,0.0083179,0.0089084,0.0091787,0.014848,0.0095718,0.0081702,0.006528
745,159,GRP,6.3,0,15,291.83012,C,0.023606,0.023609,0.023656,0.023909,0.024088,0.024577,0.025134,0.025597,0.02845,0.028149,0.032784,0.049378,0.068115,0.070184,0.074113,0.053366,0.064996,0.035171,0.032342,0.02652,0.02115,0.022324,0.021224,0.018463,0.026922,0.022967,0.022758,0.012223
746,159,BRP,6.3,0,15,405.21143,B,0.017319,0.017455,0.017532,0.018018,0.018614,0.018862,0.019217,0.019443,0.020437,0.022542,0.023678,0.031438,0.04593,0.042841,0.053617,0.046069,0.038035,0.03704,0.022126,0.028223,0.022476,0.02424,0.016782,0.016392,0.012781,0.0092918,0.0084977,0.0054559
747,159,GDA,6.3,0,15,392.5506,C,0.018701,0.018709,0.018835,0.018763,0.019335,0.019952,0.020131,0.020787,0.022202,0.024686,0.025084,0.046825,0.037918,0.0435,0.054204,0.047239,0.030119,0.038256,0.026008,0.01922,0.020565,0.023629,0.022455,0.015052,0.019225,0.020298,0.014109,0.0065429
748,159,FZB,6.3,0,15,410.96873,C,0.021833,0.021797,0.022044,0.022252,0.022837,0.023,0.02395,0.023312,0.024432,0.02762,0.029906,0.055613,0.069446,0.074418,0.055175,0.058838,0.039435,0.029327,0.032345,0.020042,0.022252,0.018378,0.019115,0.028363,0.020007,0.018467,0.013534,0.010444
749,159,AMT,6.3,0,15,474.99869,B,0.01226,0.012342,0.012368,0.012376,0.012671,0.012696,0.012591,0.013318,0.014712,0.014239,0.01511,0.029177,0.022506,0.029636,0.032374,0.020641,0.022221,0.014128,0.014634,0.018382,0.018433,0.012327,0.0096809,0.0092742,0.0077045,0.011593,0.0083941,0.004951
750,159,RBL,6.3,0,15,507.22282,C,0.0098589,0.0098904,0.0099964,0.010018,0.010124,0.01038,0.011443,0.012152,0.012559,0.012355,0.012302,0.025589,0.025513,0.02387,0.027163,0.024266,0.021393,0.020105,0.015718,0.015542,0.01265,0.0092873,0.0084106,0.0057062,0.008352,0.0089906,0.0091683,0.0057385
751,159,KNP,6.3,0,15,584.2436,B,0.0064581,0.0065195,0.0065234,0.0066548,0.0069786,0.0070742,0.0074884,0.0082609,0.010608,0.01352,0.012521,0.014733,0.015334,0.020396,0.017043,0.012352,0.014027,0.013266,0.013637,0.010913,0.007587,0.0080199,0.008281,0.012937,0.01923,0.011819,0.0073258,0.0039811
752,159,RAT,6.3,0,15,697.01398,A,0.0051106,0.0051134,0.0052313,0.0053914,0.005768,0.0059821,0.0072482,0.0092236,0.0097297,0.0088829,0.0095053,0.017243,0.017437,0.0080933,0.0061325,0.008407,0.014073,0.00458,0.0035446,0.0031995,0.0024887,0.0023261,0.0025417,0.0025477,0.0025356,0.0020153,0.0015944,0.0013085
753,159,AGR,6.3,0,15,807.12605,C,0.0060471,0.0061339,0.0062345,0.0061925,0.0061454,0.0062089,0.0063048,0.0063503,0.0063817,0.0064868,0.0063969,0.0072819,0.0095437,0.010836,0.012173,0.012243,0.014211,0.012941,0.016535,0.019698,0.010239,0.0096194,0.0070568,0.0050024,0.0043363,0.0041828,0.0027116,0.0011952
754,159,ALG,6.3,0,15,823.05462,C,0.0028287,0.0028951,0.0029605,0.0030987,0.0031272,0.0032195,0.003883,0.0036435,0.0040431,0.0043308,0.0051734,0.0084178,0.0071461,0.0070088,0.0082305,0.0074018,0.0070955,0.0069108,0.0039296,0.0046451,0.0059654,0.0079418,0.0085171,0.005943,0.0039705,0.0032079,0.0019825,0.00068052
755,159,SDR,6.3,0,15,756.63498,C,0.0032363,0.0032708,0.0033658,0.0034367,0.0034455,0.003443,0.0035485,0.0037235,0.0040083,0.0045431,0.0052929,0.0069287,0.0057995,0.0062758,0.0088833,0.0095236,0.010332,0.0070326,0.0062049,0.006949,0.0042143,0.0035971,0.0036874,0.0040865,0.0057195,0.0066329,0.0035866,0.0012015
756,159,NAR,6.3,0,15,760.78836,C,0.0045111,0.0045381,0.0046641,0.0045471,0.0046035,0.0045684,0.0047456,0.0048985,0.0050079,0.0054319,0.0064803,0.010227,0.010213,0.0096231,0.010432,0.01151,0.010881,0.0069685,0.0066837,0.0073464,0.0044122,0.0045351,0.0041822,0.0031724,0.0031754,0.004413,0.0035096,0.0019269
757,159,PHN,6.3,0,15,591.07564,C,0.00541,0.0054177,0.0054263,0.005494,0.0055291,0.005521,0.0055522,0.0057019,0.0056433,0.0057009,0.0059868,0.0083114,0.013182,0.010576,0.009512,0.01076,0.012834,0.010533,0.0095089,0.010336,0.012802,0.010424,0.010391,0.0092651,0.0081146,0.0064555,0.006637,0.0036935
758,159,BSR,6.3,0,15,626.20623,C,0.0039251,0.0040036,0.0039906,0.0040474,0.0041263,0.0039971,0.0041631,0.0040924,0.0041469,0.0044104,0.0049712,0.0072948,0.0073147,0.0092874,0.010667,0.0085254,0.009944,0.0078696,0.0089937,0.0049285,0.0046925,0.0058468,0.0059037,0.0066727,0.0056654,0.0060707,0.004266,0.0034586
759,159,ALM,6.3,0,15,674.43509,C,0.0030834,0.0031283,0.003124,0.0033313,0.0035412,0.0038435,0.0041236,0.0047036,0.0049931,0.0056263,0.007245,0.010651,0.0093731,0.0069555,0.0063418,0.0051898,0.0030306,0.0019209,0.0015134,0.0013499,0.0013786,0.0011993,0.0011371,0.0009515,0.00088913,0.00081732,0.00056441,0.00061518
760,159,TKT,6.3,0,15,689.5588,C,0.0012834,0.0013493,0.0013835,0.001535,0.0016596,0.0017804,0.0022728,0.0021634,0.0023969,0.0026428,0.0028654,0.0042203,0.0034489,0.0035908,0.0032721,0.002516,0.002461,0.0020001,0.0015914,0.0015784,0.0014215,0.0016757,0.0012732,0.0009842,0.001155,0.00095351,0.00080306,0.00075281
761,159,TDR,6.3,0,15,729.45212,C,0.0031862,0.0032883,0.0032139,0.003307,0.0032629,0.0033083,0.0032803,0.0033341,0.003526,0.0035942,0.0043354,0.0056984,0.0099442,0.0062186,0.006501,0.0078388,0.0065122,0.0059279,0.0060872,0.0054838,0.0056257,0.0063091,0.00492,0.0042274,0.0049926,0.0060432,0.0044818,0.0022212
762,159,MRT,6.3,0,15,846.79482,C,0.0026443,0.0027262,0.0026996,0.0029257,0.0028731,0.003056,0.0032069,0.0032664,0.003692,0.0043056,0.0040088,0.0073715,0.0078849,0.0093107,0.008099,0.0082064,0.0068887,0.0040414,0.0040372,0.0033707,0.0028718,0.0029869,0.0029759,0.0022832,0.0029158,0.0033965,0.003489,0.0017003
763,159,HDR,6.3,0,15,823.50541,C,0.0040508,0.0040831,0.0041729,0.0040966,0.0041596,0.004357,0.0044755,0.0045105,0.0046492,0.0052348,0.0059686,0.01003,0.013353,0.010363,0.013758,0.0095591,0.0085608,0.0070409,0.0052945,0.0030965,0.0030948,0.0024858,0.0022221,0.0018374,0.0019636,0.0020292,0.0013676,0.001196
764,159,RPG,6.3,0,15,753.32483,C,0.0024044,0.0024961,0.002426,0.0024633,0.002468,0.0026464,0.0026253,0.0030062,0.0030826,0.003648,0.0041625,0.005012,0.0072141,0.0067661,0.0056017,0.0046398,0.0040361,0.0036803,0.0015812,0.0016382,0.0010015,0.0011549,0.00088532,0.0011105,0.0012353,0.00091479,0.00053074,0.00029795
765,159,CDG,6.3,0,15,962.7862,B,0.0018301,0.0019315,0.001847,0.001839,0.0019571,0.0018463,0.0018589,0.0018953,0.0020422,0.0019958,0.00219,0.0032434,0.0039041,0.004435,0.0045256,0.005484,0.0048479,0.0035096,0.0032225,0.0028974,0.0025405,0.0031708,0.0034771,0.0030456,0.0027228,0.0034306,0.0024752,0.0014081
766,159,BAG,6.3,0,15,214.96655,B,0.0088077,0.0095459,0.0089528,0.0087577,0.0089555,0.0089924,0.0089761,0.009021,0.009004,0.009342,0.0093901,0.011634,0.014367,0.017353,0.018986,0.025194,0.022108,0.015816,0.014553,0.014213,0.0098289,0.0077049,0.0084053,0.0097116,0.0055807,0.003342,0.0020628,0.0014592
767,159,MTR,6.3,0,15,167.34048,C,0.056362,0.056421,0.056402,0.056628,0.056656,0.056474,0.056884,0.057012,0.056652,0.057149,0.058268,0.057556,0.066426,0.064697,0.07183,0.097169,0.11955,0.1648,0.11968,0.14092,0.1206,0.12742,0.11567,0.087016,0.090126,0.087407,0.066577,0.04013
768,159,KTP,6.3,0,15,80.79,B,0.010669,0.010843,0.011264,0.012746,0.013175,0.014053,0.018419,0.02492,0.029956,0.038751,0.037958,0.029363,0.023392,0.01841,0.01341,0.01162,0.010741,0.0035797,0.0030837,0.0029026,0.0020341,0.0013819,0.00099741,0.00064833,0.00063165,0.00054797,0.00048909,0.00040662
769,159,TVU,6.3,0,15,79.26,C,0.018994,0.019026,0.019241,0.019481,0.020482,0.021323,0.021377,0.022521,0.025229,0.025246,0.024714,0.038084,0.035553,0.037503,0.051041,0.050707,0.063936,0.029861,0.033837,0.045116,0.02147,0.019468,0.016197,0.016464,0.0064277,0.003638,0.0026691,0.0015657
770,159,PTN,6.3,0,15,76.27,C,0.012748,0.012766,0.012972,0.01389,0.014761,0.016349,0.018126,0.021191,0.024258,0.027893,0.034795,0.036297,0.026718,0.024491,0.033769,0.02645,0.028586,0.0094308,0.012197,0.015866,0.0093092,0.0077295,0.010356,0.014097,0.010759,0.0068647,0.0040237,0.0017888
771,159,THM,6.3,0,15,70.62,C,0.013845,0.013879,0.014125,0.01425,0.014487,0.015363,0.016426,0.018766,0.021918,0.02594,0.027542,0.047279,0.034373,0.03468,0.039072,0.047539,0.044698,0.020661,0.022187,0.022347,0.014389,0.010063,0.0081106,0.010059,0.0097992,0.0096869,0.0064583,0.0027419
772,159,BKT,6.3,0,15,66.01,C,0.017587,0.017658,0.017997,0.017734,0.018782,0.019434,0.020162,0.021867,0.022757,0.025605,0.028,0.022846,0.028094,0.045264,0.04204,0.047406,0.029012,0.021693,0.028245,0.027693,0.016143,0.016335,0.015604,0.011369,0.0043663,0.0029305,0.0020514,0.001248
773,159,RNB,6.3,0,15,76.68,C,0.020445,0.020466,0.021139,0.022158,0.024195,0.031094,0.039139,0.040389,0.053478,0.050528,0.043628,0.054102,0.042727,0.046003,0.05934,0.045524,0.034755,0.029499,0.01884,0.020832,0.014343,0.0081901,0.0081262,0.0062916,0.0066539,0.0056013,0.004381,0.0017598
774,159,PPR,6.3,0,15,76.34,C,0.017049,0.017173,0.017249,0.017653,0.020741,0.023569,0.02877,0.037242,0.045513,0.046368,0.060551,0.049613,0.05662,0.050961,0.044839,0.035952,0.028289,0.019959,0.016641,0.022331,0.013645,0.008954,0.010898,0.0090796,0.0077394,0.0052063,0.0027751,0.001483
775,159,KPN,6.3,0,15,73.74,C,0.030049,0.030128,0.030458,0.030885,0.032511,0.034103,0.037268,0.03839,0.045054,0.04418,0.045975,0.094815,0.07999,0.049227,0.058481,0.071856,0.052779,0.022674,0.020355,0.017276,0.010392,0.0064115,0.0045899,0.0022628,0.001523,0.0014316,0.0010084,0.00069543
776,160,KTP,5.28,0,15,71.2,B,0.0021594,0.0022219,0.0022462,0.0023303,0.0022966,0.0025757,0.002729,0.0034178,0.0042285,0.0048626,0.0053929,0.007014,0.0080302,0.0069711,0.0049987,0.0036631,0.0026695,0.00099064,0.00074347,0.0004158,0.00025222,0.00019555,0.00015483,0.00010008,5.14E-05,3.42E-05,2.36E-05,1.51E-05
777,160,TVU,5.28,0,15,69.67,C,0.0052574,0.0052733,0.0052872,0.0053249,0.0054389,0.0057274,0.0057958,0.0057357,0.0058428,0.0065635,0.0075914,0.0082667,0.015681,0.015635,0.015143,0.014468,0.014513,0.0087184,0.0071299,0.0069331,0.0034087,0.0023776,0.0017281,0.0012743,0.00044627,0.00027804,0.00020716,0.00012354
778,160,PTN,5.28,0,15,66.66,C,0.0027722,0.0027844,0.0028226,0.0028586,0.0028634,0.003101,0.0037008,0.0043689,0.0052698,0.0060726,0.0067702,0.006957,0.0071364,0.0065648,0.0067512,0.0056287,0.0036685,0.0027388,0.0029463,0.0021878,0.0011116,0.00072489,0.00075444,0.00074602,0.00038495,0.00021928,0.00015006,6.22E-05
779,160,THM,5.28,0,15,60.96,C,0.0044357,0.0044652,0.0044941,0.0045387,0.0046353,0.0047353,0.0051275,0.0054431,0.005982,0.0066178,0.0079911,0.0093923,0.0089761,0.00966,0.010032,0.010818,0.010499,0.0087404,0.0084907,0.0046303,0.0023711,0.0014512,0.0008948,0.00049468,0.00035286,0.00029998,0.00021847,0.00010292
780,160,BKT,5.28,0,15,56.44,C,0.0039732,0.0039998,0.0040224,0.0039867,0.0041232,0.0045353,0.0048508,0.0056821,0.0061093,0.0056647,0.0059885,0.0082246,0.0057965,0.010579,0.0079726,0.0099577,0.0079774,0.0063788,0.0062737,0.0037764,0.00254,0.0018526,0.0014566,0.00073728,0.00040639,0.00024754,0.00014077,8.36E-05
781,160,RNB,5.28,0,15,67.46,C,0.0062021,0.0062272,0.0062841,0.0066145,0.0070968,0.0078678,0.0082063,0.0092275,0.010269,0.012449,0.013623,0.022289,0.016124,0.021166,0.022345,0.014049,0.010985,0.0068095,0.0054626,0.0031123,0.0017875,0.00091117,0.000782,0.00048591,0.0002541,0.00019466,0.00014926,8.87E-05
782,160,PPR,5.28,0,15,66.04,C,0.0047966,0.0048455,0.0048561,0.0051384,0.0052539,0.0057107,0.0061854,0.0076723,0.009347,0.01247,0.017286,0.014486,0.012281,0.014175,0.011079,0.0093289,0.0076316,0.0084056,0.0056589,0.0045747,0.0026591,0.0012718,0.0010069,0.00058246,0.00036719,0.00025476,0.00016726,9.35E-05
783,160,KPN,5.28,0,15,63.35,C,0.0076171,0.0076268,0.0078236,0.0080435,0.0082078,0.0085649,0.0089997,0.010885,0.01264,0.013774,0.014098,0.020135,0.024776,0.015917,0.019783,0.010724,0.0086752,0.007665,0.0058675,0.0035138,0.0020838,0.001067,0.00073611,0.00038636,0.00022847,0.00015952,0.00011394,6.59E-05
784,161,KTP,5.365,0,15,46.25,B,0.0072088,0.0071982,0.0074044,0.0072624,0.0077963,0.007958,0.0084929,0.010266,0.01121,0.013683,0.012698,0.02305,0.029949,0.01242,0.01035,0.008025,0.0049398,0.0015919,0.00076347,0.00061188,0.00039147,0.000274,0.00023174,0.00015256,8.19E-05,5.61E-05,4.12E-05,2.40E-05
785,161,TVU,5.365,0,15,44.75,C,0.010589,0.010674,0.010645,0.010888,0.010997,0.011333,0.013073,0.013477,0.013734,0.013919,0.016053,0.028452,0.039838,0.029813,0.036599,0.021638,0.021386,0.010608,0.0079482,0.0057778,0.0053542,0.0043539,0.0041174,0.0031549,0.0010029,0.00056542,0.0003849,0.00023994
786,161,PTN,5.365,0,15,41.81,C,0.0078215,0.0078322,0.008093,0.0081046,0.0083831,0.0089522,0.010475,0.010018,0.011871,0.013809,0.014955,0.027773,0.024816,0.010536,0.012112,0.0087705,0.0068601,0.002737,0.0020411,0.0024595,0.0020202,0.0021345,0.0019864,0.0016986,0.0013402,0.00065176,0.00032362,0.00015946
787,161,THM,5.365,0,15,36.25,C,0.015803,0.015835,0.01607,0.016429,0.016453,0.017371,0.017289,0.018998,0.022941,0.023921,0.028099,0.044619,0.037574,0.051489,0.044928,0.020523,0.015569,0.0075954,0.0045936,0.0041078,0.0026371,0.0026941,0.0017658,0.0010169,0.0011156,0.00078936,0.0003548,0.00019368
788,161,BKT,5.365,0,15,32.05,C,0.0072418,0.0073703,0.0074676,0.007449,0.0076301,0.0085463,0.0088943,0.011123,0.012451,0.010963,0.011569,0.014599,0.018277,0.021531,0.027563,0.012482,0.0075664,0.0058699,0.0066152,0.0052795,0.0060454,0.0065221,0.0042835,0.0020479,0.0012784,0.00062559,0.00041029,0.00024954
789,161,RNB,5.365,0,15,43,C,0.013907,0.014057,0.014509,0.015245,0.015296,0.01742,0.017336,0.018897,0.02144,0.022586,0.02631,0.058415,0.024975,0.033133,0.03968,0.02833,0.020183,0.0081769,0.0042003,0.0041497,0.0036013,0.0019963,0.0019218,0.0010515,0.0007184,0.00051258,0.00029962,0.00013999
790,161,PPR,5.365,0,15,40.59,C,0.012576,0.01259,0.013006,0.013664,0.014476,0.016426,0.019621,0.024156,0.030676,0.029218,0.03798,0.059359,0.027106,0.023568,0.018249,0.010784,0.0089397,0.0038602,0.0030231,0.0034916,0.0029355,0.0019686,0.0017716,0.0014092,0.00089847,0.00047591,0.00029769,0.00015218
791,161,KPN,5.365,0,15,37.88,C,0.016975,0.017063,0.01719,0.017648,0.018345,0.021672,0.023072,0.02444,0.026754,0.032596,0.031113,0.060479,0.049194,0.037656,0.031205,0.024718,0.013929,0.004837,0.0026057,0.002491,0.0026864,0.0014326,0.00093178,0.00040886,0.0002795,0.0001738,0.00012185,7.73E-05
792,162,KTP,5.45,0,10,60.93,B,0.0055321,0.0055745,0.0056125,0.0059902,0.0063511,0.0066547,0.0074061,0.0075273,0.0093425,0.0091666,0.0093804,0.010713,0.019012,0.015588,0.01492,0.0056594,0.0026727,0.0011417,0.0005825,0.00046737,0.00036222,0.00018578,0.00015533,0.00010054,6.25E-05,3.93E-05,3.31E-05,2.27E-05
793,162,TVU,5.45,0,10,62.45,C,0.0076701,0.0076718,0.007724,0.0077981,0.0078859,0.0080683,0.0081262,0.0082377,0.0092424,0.0092843,0.010703,0.01169,0.017284,0.028292,0.030382,0.02534,0.014939,0.0073095,0.0057355,0.0048442,0.003241,0.0033862,0.0038764,0.0019793,0.00079706,0.00045685,0.00032248,0.00019535
794,162,PTN,5.45,0,10,65.43,C,0.0074733,0.0074854,0.0075364,0.0077174,0.0077852,0.0085422,0.0090402,0.0094871,0.0094841,0.010054,0.010739,0.015434,0.026266,0.018611,0.026199,0.013557,0.0062648,0.0022556,0.001833,0.0016597,0.001372,0.0014728,0.0014768,0.0018251,0.0013068,0.00060952,0.00033699,0.00014989
795,162,THM,5.45,0,10,71.07,C,0.0054111,0.0054351,0.0054476,0.0055353,0.0056819,0.0060136,0.0063942,0.0069971,0.008666,0.010185,0.01355,0.012075,0.010883,0.014272,0.016626,0.024596,0.010404,0.0044458,0.0030179,0.0021284,0.0019856,0.0013467,0.00091643,0.0010163,0.00071067,0.00052165,0.00036299,0.00013896
796,162,BKT,5.45,0,10,75.76,C,0.0034443,0.0034972,0.003448,0.0038198,0.0040797,0.0042295,0.0048466,0.006293,0.0056669,0.0071048,0.006745,0.0056846,0.0097992,0.016835,0.010773,0.0074851,0.0061546,0.0030342,0.0025246,0.0017551,0.001652,0.0017974,0.00149,0.0013169,0.00058445,0.00023963,0.0001482,8.82E-05
797,162,RNB,5.45,0,10,65.41,C,0.0080076,0.008032,0.008051,0.0083505,0.0083503,0.0089383,0.0090724,0.0090661,0.010835,0.01216,0.0099691,0.015164,0.016258,0.023967,0.039034,0.02102,0.011815,0.0064117,0.002869,0.0024983,0.0017266,0.00087291,0.00080167,0.00087139,0.00054058,0.00028889,0.00019363,0.00010048
798,162,PPR,5.45,0,10,65.18,C,0.0054947,0.0055027,0.0056515,0.0059396,0.0062465,0.0067103,0.0091457,0.0093387,0.011704,0.013734,0.014006,0.012203,0.012031,0.014627,0.016957,0.013129,0.007044,0.0035118,0.0027778,0.0024106,0.0024832,0.0025297,0.0022408,0.0012915,0.00078414,0.00034999,0.00028267,0.00013586
799,162,KPN,5.45,0,10,67.83,C,0.007081,0.0070797,0.0072107,0.007301,0.0078133,0.0080502,0.010091,0.010398,0.014141,0.016459,0.015798,0.020422,0.017978,0.017727,0.023466,0.018225,0.0083914,0.0041431,0.0025131,0.0024575,0.0022046,0.0012137,0.0007937,0.00054369,0.00027884,0.00016687,0.00010856,6.55E-05
800,163,KTP,5.28,0,8.4,74.53,B,0.00057455,0.00058339,0.00057467,0.00065238,0.00073138,0.0008798,0.0011478,0.0015161,0.0013732,0.0015743,0.0015565,0.0014336,0.0013088,0.0010573,0.0010957,0.0013829,0.00068707,0.00027319,0.00012307,0.0001003,6.17E-05,4.67E-05,3.76E-05,2.15E-05,1.33E-05,1.06E-05,7.85E-06,6.11E-06
801,163,TVU,5.28,0,8.4,72.99,C,0.0011612,0.0011615,0.0011816,0.0011873,0.0012503,0.0013013,0.0013362,0.0013993,0.0014263,0.0014698,0.0016197,0.00194,0.0024191,0.003397,0.0046836,0.0048003,0.0027351,0.0019911,0.0014854,0.0010219,0.00068645,0.00060528,0.00067806,0.00034778,0.00012519,7.37E-05,5.46E-05,2.70E-05
802,163,PTN,5.28,0,8.4,69.98,C,0.00091512,0.0009159,0.0009426,0.00096963,0.00098794,0.0011679,0.0012887,0.0016417,0.0017735,0.0020716,0.0022307,0.0019846,0.0018292,0.0016538,0.0027703,0.0029811,0.0011597,0.0006415,0.00055248,0.00049581,0.00040016,0.00038428,0.00039831,0.00027807,0.00021209,0.00011148,5.98E-05,2.52E-05
