RSN,EQID,Station_Code,Magnitude,Fault_Mechanisc,depth,Joyner_Boore_Rjb,Soil_site_class,PGA,T0.010S,T0.020S,T0.030S,T0.040S,T0.050S,T0.060S,T0.070S,T0.080S,T0.090S,T0.100S,T0.150S,T0.200S,T0.250S,T0.300S,T0.400S,T0.500S,T0.800S,T1.000S,T1.200S,T1.500S,T1.800S,T2.000S,T2.500S,T3.000S,T3.500S,T4.000S,T5.000S
1,1,BAIT,5.3,0,47,77.74,C,0.046779,0.045698,0.06523,0.068129,0.068843,0.062765,0.070721,0.071682,0.084354,0.088371,0.094807,0.078466,0.078096,0.091738,0.075155,0.04701,0.040915,0.016335,0.012331,0.0093685,0.0075475,0.0069884,0.0054322,0.0031506,0.0035221,0.002621,0.0019412,0.0015394
2,1,DAUK,5.3,0,47,20.56,C,0.079533,0.081731,0.08376,0.095096,0.09845,0.10908,0.11913,0.13373,0.19879,0.20847,0.24663,0.23721,0.198,0.18066,0.1694,0.049411,0.043429,0.016305,0.012415,0.009483,0.005991,0.005351,0.0041109,0.0032551,0.0037948,0.0039305,0.0030965,0.0017214
3,1,KHLI,5.3,0,47,20.47,A,0.032125,0.038523,0.038376,0.03482,0.039208,0.044902,0.049501,0.052251,0.061157,0.074631,0.087347,0.061944,0.07613,0.084199,0.061868,0.035728,0.02033,0.007962,0.0070015,0.0074316,0.0058834,0.004908,0.0046787,0.0023073,0.0029275,0.0028282,0.0026946,0.0020157
4,1,NONK,5.3,0,47,59.46,A,0.079107,0.077926,0.08484,0.092761,0.084922,0.090579,0.092576,0.085543,0.095636,0.10138,0.10006,0.14523,0.17953,0.31247,0.35635,0.10506,0.057448,0.02032,0.018208,0.018403,0.016553,0.012721,0.01197,0.0092787,0.010735,0.006984,0.0044606,0.0037814
5,1,NONP,5.3,0,47,63.45,A,0.052911,0.080415,0.071296,0.076989,0.10602,0.10127,0.13177,0.14143,0.098274,0.069851,0.081273,0.10677,0.21186,0.096658,0.045204,0.024923,0.015194,0.0086093,0.0076409,0.0053673,0.0038828,0.0041255,0.0041338,0.003823,0.0050038,0.0045293,0.0037648,0.0025761
6,1,NONS,5.3,0,47,87.3,A,0.016127,0.015124,0.019104,0.022396,0.021338,0.025338,0.025085,0.026276,0.030375,0.034165,0.041108,0.047734,0.04093,0.027292,0.01589,0.010065,0.0097937,0.0071055,0.0054942,0.0047504,0.0059539,0.0033297,0.0030116,0.0053925,0.0050258,0.0033528,0.00273,0.0021203
7,1,PANI,5.3,0,47,71.01,C,0.044754,0.059336,0.056901,0.059421,0.068014,0.088998,0.14251,0.13211,0.10762,0.099927,0.12679,0.12633,0.12508,0.054546,0.039661,0.023748,0.013555,0.0089712,0.0054169,0.0050214,0.0046034,0.0035155,0.0025525,0.0020589,0.002118,0.0022377,0.0023096,0.0013779
8,1,PYNU,5.3,0,47,22.4,A,0.078536,0.081081,0.08074,0.08133,0.10987,0.10738,0.11356,0.11692,0.148,0.17586,0.19721,0.35345,0.14494,0.11968,0.08215,0.04687,0.027017,0.014409,0.012901,0.011697,0.012719,0.0075649,0.0075029,0.0046831,0.0027936,0.0027563,0.0032174,0.0031183
9,1,SAIT,5.3,0,47,42.67,C,0.12427,0.12427,0.14254,0.16505,0.18841,0.20897,0.20451,0.23337,0.26347,0.25764,0.26981,0.30631,0.34705,0.30637,0.30004,0.10628,0.059628,0.023968,0.014692,0.011731,0.0070457,0.0058704,0.0039207,0.0045529,0.0054067,0.0039529,0.0027351,0.0018534
10,1,UMMU,5.3,0,47,13.85,A,0.083843,0.086215,0.10189,0.10065,0.11736,0.14107,0.16201,0.22199,0.26818,0.27715,0.29743,0.20872,0.10427,0.048517,0.031369,0.019392,0.017835,0.0097841,0.0085667,0.0065857,0.0045386,0.0040946,0.0046428,0.003429,0.0024047,0.0020146,0.0016557,0.0010232
11,1,UMRO,5.3,0,47,49.28,B,0.031124,0.042149,0.042443,0.044302,0.046923,0.054173,0.056068,0.062702,0.072465,0.085378,0.096861,0.061712,0.053847,0.04027,0.026813,0.020659,0.019495,0.0099237,0.0060937,0.0055988,0.0042258,0.0040761,0.0038135,0.0039116,0.002612,0.0030374,0.0026043,0.0015129
12,1,UMSN,5.3,0,47,45.46,A,0.097136,0.099173,0.1059,0.11703,0.13593,0.21049,0.2215,0.29606,0.22977,0.17218,0.17257,0.18405,0.22996,0.21523,0.11507,0.05524,0.033879,0.01397,0.010334,0.0063325,0.0053678,0.0048266,0.0042414,0.0038106,0.0032499,0.0035992,0.0030547,0.0024167
27,3,BAIG,5.8,0,33,154.30072,C,0.022603,0.02646,0.023362,0.02732,0.029414,0.031855,0.036298,0.043934,0.052565,0.072271,0.073316,0.056847,0.053904,0.030338,0.032358,0.021179,0.015581,0.018909,0.019466,0.013879,0.015772,0.015138,0.012221,0.0080959,0.0058513,0.0041569,0.003156,0.0019214
28,3,BAIT,5.8,0,33,177.85632,C,0.025851,0.029502,0.028141,0.02707,0.030036,0.033705,0.042362,0.058167,0.070593,0.06317,0.055702,0.052457,0.044614,0.041209,0.044947,0.041691,0.03334,0.028775,0.012946,0.01321,0.009777,0.006534,0.0069732,0.0046723,0.0034172,0.0030575,0.0030439,0.0019456
29,3,BAMU,5.8,0,33,199.8748,C,0.015346,0.015351,0.015798,0.021855,0.030495,0.035856,0.035707,0.033936,0.032899,0.031075,0.029942,0.022409,0.03109,0.030522,0.019144,0.016086,0.011903,0.01029,0.0080133,0.0060337,0.005131,0.004044,0.0036456,0.0033924,0.0024714,0.0020119,0.0016041,0.0010098
30,3,DAUK,5.8,0,33,71.93,C,0.030894,0.031629,0.034226,0.032397,0.036321,0.035328,0.045882,0.053986,0.058696,0.068056,0.081141,0.11969,0.0751,0.078623,0.090959,0.055953,0.032833,0.022074,0.0146,0.0099836,0.010921,0.0087713,0.0064327,0.0039723,0.0044542,0.0039569,0.0029754,0.0013636
31,3,GUNJ,5.8,0,33,163.0887,C,0.038202,0.045481,0.044527,0.046029,0.044606,0.042357,0.050497,0.050713,0.057049,0.074724,0.072212,0.089572,0.11026,0.094612,0.072608,0.065783,0.044474,0.027459,0.025959,0.018625,0.012953,0.012532,0.0096704,0.0068189,0.0044011,0.0036197,0.0026602,0.0017005
32,3,HAFL,5.8,0,33,156.5936,C,0.028375,0.036503,0.032965,0.037976,0.043646,0.045773,0.046592,0.054009,0.054304,0.05987,0.070938,0.085521,0.065009,0.056279,0.036428,0.027568,0.021741,0.018581,0.019694,0.014071,0.014884,0.011237,0.0097892,0.0060379,0.0035785,0.0028157,0.0020588,0.0012632
33,3,HATI,5.8,0,33,190.31497,C,0.022419,0.027549,0.030128,0.038294,0.041938,0.051204,0.072498,0.069518,0.055238,0.061046,0.049104,0.05252,0.034635,0.025622,0.020799,0.01224,0.012273,0.0085642,0.0090868,0.010317,0.005328,0.0047564,0.0040092,0.0035231,0.0039559,0.0040585,0.0029188,0.0011978
34,3,KATA,5.8,0,33,109.62683,C,0.0084197,0.0085828,0.0084017,0.008501,0.0093744,0.010531,0.01151,0.012056,0.011954,0.015074,0.014632,0.019419,0.019654,0.026549,0.025394,0.019214,0.017667,0.014048,0.012865,0.009189,0.0084262,0.0065007,0.0073239,0.0040348,0.0021961,0.0017846,0.0019097,0.0016101
35,3,KHLI,5.8,0,33,110.88349,A,0.072687,0.075629,0.074944,0.075217,0.0797,0.079838,0.085451,0.096362,0.099725,0.11664,0.13048,0.14142,0.19246,0.206,0.20735,0.23081,0.10288,0.035062,0.02008,0.014124,0.012549,0.010984,0.0094847,0.0062317,0.0054077,0.0054046,0.0043317,0.0028631
36,3,MAWP,5.8,0,33,87.29,A,0.079142,0.079702,0.083108,0.084026,0.097027,0.1192,0.12636,0.12514,0.11171,0.13013,0.14057,0.29175,0.31927,0.16105,0.095809,0.058292,0.031097,0.023375,0.0172,0.014237,0.017504,0.014073,0.01388,0.0095279,0.010239,0.0084927,0.0056298,0.0052711
37,3,NONK,5.8,0,33,113.08962,A,0.11748,0.11889,0.11756,0.12321,0.13571,0.12685,0.13102,0.1584,0.14342,0.16281,0.17651,0.27446,0.49947,0.35787,0.28422,0.098677,0.044937,0.030503,0.021244,0.020094,0.015426,0.013111,0.012723,0.0091364,0.0096965,0.0099033,0.0098646,0.0068783
38,3,NONP,5.8,0,33,142.54815,A,0.059699,0.063817,0.069623,0.064637,0.067711,0.07745,0.083224,0.10279,0.093094,0.10605,0.10907,0.26813,0.19738,0.099362,0.063702,0.034413,0.01692,0.011854,0.0082763,0.0080474,0.0089595,0.0098483,0.0096329,0.0078679,0.0047755,0.0041379,0.0038409,0.0021277
39,3,PYNU,5.8,0,33,74.94,A,0.040174,0.040422,0.043839,0.041898,0.047208,0.048992,0.069962,0.079783,0.095732,0.10584,0.13062,0.14372,0.10885,0.052437,0.035765,0.037797,0.020746,0.012531,0.0077086,0.010038,0.0082125,0.0093073,0.0084624,0.0063766,0.0064071,0.0050301,0.0046066,0.0029489
40,3,SAIT,5.8,0,33,142.72869,C,0.059395,0.09872,0.093181,0.086743,0.092056,0.094223,0.091323,0.131,0.12775,0.13665,0.13022,0.15165,0.14351,0.18198,0.20424,0.0756,0.052578,0.02057,0.017318,0.011124,0.006725,0.0056077,0.0053357,0.0044921,0.0044805,0.0053103,0.0037853,0.0023782
41,3,SHIL,5.8,0,33,105.5597,A,0.043236,0.042828,0.048012,0.052339,0.0589,0.066747,0.084442,0.096654,0.12904,0.15732,0.15358,0.090347,0.087299,0.054841,0.047659,0.038981,0.020536,0.022236,0.015936,0.012933,0.010782,0.0077326,0.0082568,0.006677,0.0047732,0.0041989,0.0050644,0.0032119
42,3,UMMU,5.8,0,33,112.24363,A,0.055648,0.058818,0.056279,0.065627,0.082949,0.13914,0.17816,0.20955,0.23798,0.18919,0.13729,0.077161,0.072608,0.09338,0.078965,0.041579,0.035725,0.022187,0.01379,0.01165,0.012262,0.0087755,0.0080761,0.0065331,0.0067697,0.0056427,0.0047562,0.0038231
43,3,UMRO,5.8,0,33,143.05131,B,0.041412,0.04363,0.043498,0.045415,0.049458,0.056241,0.060933,0.072292,0.083713,0.10866,0.11278,0.12004,0.11484,0.13243,0.12997,0.088944,0.052782,0.02853,0.019369,0.01855,0.012314,0.011692,0.0098728,0.0066562,0.0055458,0.0047301,0.0030082,0.001632
44,3,UMSN,5.8,0,33,122.71309,A,0.054822,0.056825,0.06469,0.063288,0.076225,0.081233,0.10361,0.093878,0.097732,0.092928,0.097705,0.1455,0.15135,0.1959,0.13884,0.056958,0.038386,0.022048,0.017059,0.010507,0.0093778,0.0078284,0.0057146,0.0079948,0.0048891,0.0040703,0.0037434,0.0024857
92,6,ALMO,6.9,0,13.2,156.31633,A,0.018418,0.018647,0.018984,0.019421,0.019513,0.021896,0.024196,0.021075,0.022418,0.023894,0.027428,0.03728,0.05495,0.061663,0.048906,0.044579,0.028148,0.015209,0.010956,0.010827,0.0067058,0.0054252,0.0052442,0.0054322,0.0034385,0.0039144,0.0029509,0.0015707
93,6,BAR,6.9,0,13.2,42.65,A,0.094321,0.098778,0.1023,0.10353,0.10691,0.12569,0.13956,0.17066,0.23459,0.21022,0.30454,0.24411,0.21669,0.23272,0.16758,0.20091,0.11496,0.060311,0.038554,0.026268,0.026462,0.023321,0.0173,0.0075885,0.0063772,0.0064406,0.0044595,0.0030767
94,6,BHAT,6.9,0,13.2,9.54,A,0.25159,0.24647,0.26679,0.29409,0.28261,0.29587,0.37087,0.36519,0.4445,0.45312,0.4291,0.68193,0.71376,0.71692,0.66458,0.41404,0.50871,0.40856,0.33602,0.23293,0.14259,0.1264,0.10311,0.056665,0.03876,0.026045,0.019179,0.010459
95,6,GHAN,6.9,0,13.2,30.23,A,0.12485,0.12155,0.12486,0.12691,0.14296,0.15693,0.16141,0.18995,0.21378,0.25195,0.31822,0.44892,0.44554,0.27789,0.30671,0.17406,0.17848,0.11369,0.10766,0.10596,0.073264,0.033529,0.027574,0.016464,0.012191,0.0088351,0.0073184,0.0046821
96,6,KARN,6.9,0,13.2,58.53,A,0.070482,0.070257,0.072094,0.070725,0.078839,0.078425,0.074592,0.08805,0.091642,0.097515,0.096621,0.11923,0.13913,0.1938,0.27817,0.20662,0.095519,0.033548,0.017913,0.015209,0.009728,0.0073766,0.0078231,0.00494,0.0068819,0.0059801,0.004176,0.0026614
97,6,KOSA,6.9,0,13.2,150.3747,A,0.028582,0.030745,0.030648,0.029257,0.032943,0.034911,0.035307,0.040485,0.041615,0.047684,0.047574,0.11282,0.10194,0.057266,0.060611,0.036433,0.02714,0.01953,0.010858,0.0081317,0.0057857,0.0063363,0.0060159,0.0040726,0.002877,0.0024764,0.0026412,0.0014086
98,6,KOTE,6.9,0,13.2,50.68,A,0.078597,0.079955,0.078564,0.081636,0.080729,0.08016,0.090113,0.10041,0.10084,0.1253,0.12631,0.16617,0.26758,0.32864,0.23113,0.1789,0.10514,0.061784,0.04747,0.059558,0.033663,0.020697,0.015368,0.010913,0.006507,0.0047123,0.0049674,0.0034674
99,6,KOTI,6.9,0,13.2,84.7,A,0.030976,0.03599,0.034113,0.034497,0.036147,0.037851,0.037229,0.032819,0.040313,0.041597,0.041821,0.050102,0.080257,0.081601,0.090721,0.090553,0.052088,0.043282,0.032642,0.0272,0.016467,0.0073042,0.0059169,0.0045304,0.0051167,0.0035688,0.0018769,0.0019707
100,6,PURO,6.9,0,13.2,55.38,A,0.082704,0.082912,0.081919,0.088761,0.092828,0.1002,0.10038,0.11032,0.12056,0.13813,0.15125,0.25718,0.34403,0.27975,0.14852,0.09627,0.11494,0.050641,0.045139,0.021156,0.019239,0.018235,0.016059,0.0093316,0.0078104,0.0056657,0.00536,0.0036719
101,6,RUDR,6.9,0,13.2,46.36,A,0.053148,0.054589,0.061893,0.06478,0.0805,0.08664,0.10365,0.10584,0.15859,0.20094,0.29469,0.13025,0.074331,0.088741,0.062792,0.054107,0.066155,0.031579,0.021476,0.013817,0.008884,0.007818,0.0072676,0.0072771,0.00543,0.0049789,0.0049204,0.0031302
102,6,SRIN,6.9,0,13.2,48.85,A,0.057562,0.061013,0.060549,0.072199,0.073443,0.10359,0.18568,0.26076,0.21901,0.15555,0.1594,0.099923,0.077476,0.070454,0.05075,0.042853,0.041872,0.029574,0.031895,0.024766,0.017222,0.016488,0.01477,0.011355,0.0067626,0.0051827,0.0049475,0.0024964
103,6,TEH,6.9,0,13.2,40.66,A,0.070365,0.070205,0.070941,0.07632,0.070853,0.073713,0.07378,0.085397,0.084651,0.095555,0.097048,0.15247,0.15664,0.15961,0.20192,0.16002,0.11922,0.087323,0.12335,0.094385,0.052426,0.045588,0.036022,0.017346,0.010605,0.007384,0.0063329,0.0036685
104,6,UTTA,6.9,0,13.2,22.34,A,0.29296,0.29453,0.29863,0.30382,0.30987,0.32307,0.36317,0.43042,0.42615,0.41308,0.54742,0.90048,0.67708,0.97706,0.88971,0.45528,0.46073,0.29345,0.13759,0.13365,0.063048,0.031263,0.02989,0.022829,0.015723,0.011525,0.0084459,0.0058566
105,7,CHM,4.7,0,29.2,13.933152,C,0.13092,0.13131,0.13187,0.13571,0.14055,0.14328,0.16231,0.17627,0.22514,0.28493,0.28695,0.31971,0.28943,0.30641,0.35704,0.27738,0.20767,0.0628,0.046819,0.042149,0.024566,0.014105,0.010166,0.0058061,0.0036421,0.0026645,0.001987,0.0011936
106,7,RAKH,4.7,0,29.2,333.84391,A,0.02741,0.031038,0.040482,0.047194,0.046852,0.06128,0.045505,0.06091,0.07899,0.099474,0.11595,0.050113,0.039311,0.033409,0.024882,0.025463,0.016586,0.008671,0.0047845,0.002968,0.001506,0.0012108,0.001002,0.00069335,0.00073565,0.00072493,0.0005998,0.00041328
116,9,UKHI,4.6,0,41.8,21.351877,B,0.05566,0.058599,0.074087,0.063299,0.091723,0.085738,0.10619,0.11585,0.11024,0.11389,0.13509,0.11635,0.10526,0.11392,0.082563,0.031865,0.021462,0.0055612,0.005218,0.0056154,0.0036881,0.0022036,0.0020434,0.001471,0.001101,0.0010321,0.00088949,0.00065063
117,10,DOLO,5.6,1,33.7,50.85,C,0.081229,0.082776,0.082689,0.083616,0.082922,0.085683,0.084222,0.086119,0.088883,0.087397,0.087397,0.12004,0.17948,0.17986,0.18771,0.24056,0.30178,0.069516,0.044385,0.043943,0.046879,0.031137,0.030936,0.017992,0.01231,0.010404,0.0060167,0.0028847
118,10,JELA,5.6,1,33.7,22.28,C,0.12783,0.1272,0.12852,0.13049,0.13097,0.13835,0.14106,0.14742,0.15155,0.14821,0.16286,0.20343,0.24065,0.30758,0.32818,0.34854,0.23973,0.12329,0.087079,0.078403,0.057714,0.034976,0.028568,0.020001,0.015081,0.010235,0.0062094,0.0036106
119,10,JOWA,5.6,1,33.7,55.61,C,0.07684,0.076678,0.0787,0.091616,0.082884,0.087655,0.09766,0.096335,0.096767,0.101,0.10926,0.18887,0.23654,0.18387,0.18933,0.10788,0.060615,0.058614,0.0315,0.014569,0.0092562,0.0065383,0.0046826,0.0028077,0.0020668,0.0015291,0.0013261,0.0012297
120,10,KATA,5.6,1,33.7,36.27,C,0.1436,0.1439,0.14401,0.14365,0.14401,0.14829,0.15063,0.16362,0.1551,0.15233,0.16241,0.22388,0.24121,0.2856,0.37056,0.36106,0.39908,0.15697,0.154,0.13935,0.11887,0.078817,0.056223,0.038089,0.029272,0.022521,0.012863,0.008426
121,10,NONP,5.6,1,33.7,119.95375,A,0.060612,0.061571,0.062573,0.079927,0.065568,0.088694,0.095043,0.10859,0.13772,0.12927,0.13019,0.20732,0.21356,0.091156,0.052187,0.026788,0.018421,0.010239,0.008183,0.0082518,0.0070123,0.0044973,0.0033567,0.0022353,0.0016745,0.001527,0.0010611,0.00080046
122,10,NONS,5.6,1,33.7,120.79663,A,0.039511,0.039708,0.040296,0.042918,0.04822,0.057274,0.061362,0.063446,0.077527,0.073982,0.069091,0.089204,0.21887,0.11597,0.045731,0.03141,0.020133,0.0065784,0.0054166,0.0048734,0.0066679,0.0068881,0.0057905,0.0049669,0.0049333,0.0039157,0.0031846,0.0023523
123,10,PYNU,5.6,1,33.7,53.56,A,0.031528,0.030235,0.039646,0.046286,0.050241,0.048471,0.057278,0.076159,0.086203,0.12077,0.11557,0.10656,0.055186,0.039722,0.039192,0.02937,0.022786,0.0093079,0.0072152,0.0051043,0.0025432,0.0027783,0.0025424,0.0013455,0.001597,0.0012801,0.0010038,0.00084874
124,10,SHIL,5.6,1,33.7,79.98,A,0.062677,0.060645,0.071563,0.077754,0.079774,0.08945,0.11004,0.12971,0.13098,0.13753,0.12735,0.12883,0.19815,0.12945,0.081641,0.099932,0.080194,0.060401,0.023273,0.016871,0.011962,0.0072376,0.0052615,0.0039918,0.0032077,0.0036676,0.0026966,0.0021979
125,10,SILC,5.6,1,33.7,52.87,C,0.12293,0.12371,0.12248,0.12451,0.12677,0.1296,0.13053,0.12834,0.133,0.13418,0.14541,0.16842,0.21158,0.22565,0.27341,0.28265,0.24663,0.26357,0.19265,0.13313,0.087705,0.068163,0.056471,0.03882,0.024672,0.016117,0.01262,0.0078343
126,10,UMMU,5.6,1,33.7,67.16,A,0.12957,0.13388,0.1431,0.15163,0.18609,0.2625,0.41544,0.47892,0.56454,0.40053,0.3474,0.18167,0.10474,0.10826,0.12544,0.067711,0.037122,0.028141,0.015087,0.0073771,0.0054171,0.005038,0.0051038,0.0030862,0.0029891,0.002373,0.0018528,0.0014931
127,10,UMSN,5.6,1,33.7,97.59,A,0.073378,0.07444,0.080876,0.083093,0.087838,0.10012,0.14469,0.13788,0.13087,0.12722,0.15152,0.21517,0.15201,0.23961,0.16341,0.072018,0.054374,0.064669,0.022002,0.011586,0.0080523,0.0053501,0.0047196,0.0031256,0.0021613,0.0013077,0.0013852,0.00099775
128,11,ALMO,6.6,0,21,84.7,A,0.025122,0.024882,0.025142,0.027599,0.027785,0.027589,0.034059,0.032929,0.038314,0.034452,0.041949,0.065218,0.089936,0.10438,0.07644,0.063865,0.038472,0.023782,0.024923,0.01949,0.011412,0.010941,0.007128,0.005083,0.0034496,0.0021459,0.0014086,0.0006263
129,11,BAR,6.6,0,21,122.81463,A,0.018495,0.019124,0.0186,0.019632,0.020108,0.026397,0.029791,0.040678,0.038677,0.036796,0.032652,0.044182,0.066338,0.046037,0.028551,0.030283,0.018377,0.011309,0.0071601,0.0055441,0.0038858,0.0020757,0.0015674,0.0010607,0.00081885,0.00069297,0.00067184,0.0005185
130,11,CHIN,6.6,0,21,95.27,B,0.052015,0.052678,0.05264,0.053819,0.055433,0.058806,0.06282,0.065647,0.069187,0.069227,0.076291,0.10477,0.10474,0.12983,0.18068,0.16944,0.12764,0.052119,0.022083,0.014378,0.011088,0.0081109,0.0052986,0.0026604,0.0020084,0.0016021,0.0012611,0.00086768
131,11,GHAN,6.6,0,21,64.23,A,0.079096,0.079315,0.083612,0.083863,0.092178,0.096973,0.10873,0.10832,0.13792,0.15866,0.18634,0.31624,0.27471,0.23465,0.21031,0.088134,0.065701,0.053317,0.045476,0.048157,0.023084,0.012708,0.010095,0.0076455,0.0047208,0.0044392,0.0042302,0.0025521
132,11,GOPE,6.6,0,21,1.91,A,0.28132,0.28037,0.2836,0.29062,0.28281,0.29141,0.28899,0.31354,0.29958,0.35475,0.31943,0.35782,0.38204,0.52435,0.497,0.60713,0.63992,0.51286,0.34757,0.28586,0.21492,0.14553,0.13848,0.092001,0.055104,0.038423,0.027136,0.016695
133,11,JOSH,6.6,0,21,13.59,A,0.07483,0.081683,0.083169,0.084933,0.089598,0.11048,0.13269,0.15772,0.17328,0.17243,0.14213,0.19916,0.15693,0.16024,0.10877,0.11553,0.071973,0.071816,0.095737,0.068851,0.041969,0.031952,0.025452,0.014123,0.0091982,0.0063747,0.004588,0.0028987
134,11,LANS,6.6,0,21,84.64,A,0.0059139,0.007252,0.0080921,0.0088056,0.0083659,0.0099357,0.012794,0.015079,0.019906,0.015524,0.011094,0.013483,0.012651,0.0086103,0.0069549,0.0081919,0.0074347,0.0033335,0.0015641,0.0011757,0.00059096,0.00057871,0.00052173,0.00029889,0.00023401,0.0001976,0.00017026,0.00012832
135,11,ROO,6.6,0,21,280.631,C,0.044767,0.044774,0.044744,0.044757,0.044736,0.044837,0.044857,0.04495,0.045045,0.045339,0.045217,0.045932,0.045589,0.047549,0.051684,0.054701,0.062382,0.11387,0.097403,0.12836,0.17007,0.14107,0.095865,0.074189,0.081485,0.065325,0.04087,0.034599
136,11,TEH,6.6,0,21,78.55,A,0.053553,0.053621,0.053516,0.055859,0.054543,0.057872,0.058393,0.060148,0.060007,0.066152,0.066257,0.094144,0.13158,0.16614,0.19782,0.1637,0.15059,0.082676,0.053043,0.029255,0.024773,0.013043,0.0091381,0.0064432,0.0042851,0.0029484,0.0019509,0.0011009
137,11,UKHI,6.6,0,21,24.18,B,0.094824,0.096233,0.10044,0.1084,0.11934,0.125,0.14762,0.14973,0.1593,0.17626,0.17052,0.15617,0.1468,0.26876,0.24362,0.16426,0.12861,0.089589,0.066864,0.05129,0.040142,0.033599,0.031527,0.033562,0.023544,0.015929,0.012614,0.0071939
138,11,UTTA,6.6,0,21,89.48,A,0.061463,0.065351,0.06413,0.06453,0.071668,0.07422,0.098297,0.10489,0.10182,0.10099,0.12772,0.1463,0.15701,0.16233,0.14832,0.14082,0.10055,0.056007,0.028495,0.024428,0.021114,0.016605,0.013925,0.011254,0.0086429,0.0071103,0.0057931,0.0056775
139,12,GOPE,5.8,0,10,7.58,A,0.05317,0.053473,0.054187,0.060591,0.057831,0.060091,0.071133,0.08564,0.080139,0.077869,0.095208,0.11268,0.14719,0.15608,0.11037,0.076244,0.066117,0.025216,0.019494,0.016899,0.010332,0.007374,0.0061408,0.0047181,0.0032491,0.0024189,0.0019292,0.0012527
140,13,GOPE,4.5,0,10,22.441539,A,0.011859,0.013677,0.013898,0.014979,0.01442,0.014916,0.015872,0.017464,0.025403,0.023041,0.023347,0.028036,0.035456,0.031229,0.023233,0.025146,0.02347,0.0089431,0.0044221,0.0032225,0.0021752,0.0014704,0.001227,0.0008182,0.00058819,0.00042765,0.00035674,0.00025587
141,14,GOPE,4.5,0,10,13.454149,A,0.061101,0.061907,0.060991,0.066444,0.076155,0.070713,0.067941,0.067552,0.08019,0.086156,0.10084,0.092608,0.10273,0.13301,0.13291,0.12183,0.13443,0.060858,0.034053,0.021862,0.011932,0.0080173,0.0061947,0.0041393,0.0024731,0.00163,0.0011467,0.00068327
142,15,GOPE,5.6,0,10,0.16,A,0.040258,0.040867,0.041303,0.041411,0.045358,0.05184,0.052731,0.057627,0.056298,0.071551,0.089169,0.085439,0.073658,0.11806,0.086639,0.043037,0.053593,0.028164,0.012477,0.0072759,0.0044082,0.0025502,0.0020531,0.0014831,0.0011543,0.00083749,0.00069049,0.0004654
143,16,GOPE,5.3,0,10,0.05,A,0.040343,0.039776,0.040043,0.041054,0.041712,0.045731,0.045835,0.050554,0.058059,0.071388,0.080475,0.075677,0.087976,0.097717,0.077365,0.056921,0.053211,0.018397,0.0089091,0.0058689,0.0044424,0.0034737,0.0028074,0.0018844,0.0011743,0.00084018,0.00061028,0.00037601
144,17,GOPE,4.5,0,10,7.8426984,A,0.040679,0.040889,0.042622,0.044004,0.044876,0.045427,0.044696,0.055043,0.077874,0.080395,0.067253,0.079134,0.10509,0.098183,0.10657,0.048663,0.063617,0.024505,0.012475,0.0078171,0.0049506,0.0034136,0.002945,0.0021193,0.0017529,0.0013357,0.0010291,0.0006232
145,18,GOPE,4.7,0,10,16.726178,A,0.046233,0.04687,0.046594,0.048255,0.052047,0.056777,0.06303,0.064861,0.074765,0.075618,0.07599,0.10666,0.14478,0.10993,0.090505,0.052188,0.050024,0.013908,0.0092957,0.0064749,0.0041613,0.0034949,0.0033846,0.0028791,0.0021263,0.0015753,0.001211,0.00076774
146,19,GOPE,5,0,10,14.25,A,0.07101,0.07101,0.071473,0.072342,0.073851,0.079162,0.078094,0.074708,0.079352,0.080328,0.081178,0.10871,0.17455,0.18005,0.14479,0.14608,0.12564,0.070848,0.03318,0.019094,0.0098628,0.0067426,0.0056755,0.003861,0.002862,0.0022101,0.001745,0.0010983
147,20,GOPE,4.4,0,10,32.288501,A,0.029147,0.028985,0.02834,0.030956,0.029887,0.032916,0.031747,0.033094,0.035332,0.038194,0.036585,0.058581,0.079198,0.089553,0.05818,0.042059,0.039715,0.019121,0.0091539,0.0062081,0.0035964,0.002544,0.0022696,0.0017461,0.0013317,0.0011464,0.00091013,0.00058266
148,21,BAG,5.2,0,36.9,89.15,A,0.0069203,0.0069536,0.0070575,0.0072725,0.0080672,0.0096066,0.011746,0.012511,0.015272,0.016967,0.021575,0.020786,0.01705,0.017243,0.016564,0.0059832,0.0051932,0.0013113,0.00066199,0.00058979,0.00031616,0.00028296,0.00022304,0.00012286,8.12E-05,7.22E-05,7.49E-05,4.32E-05
149,21,CHM,5.2,0,36.9,11.49,A,0.058007,0.058184,0.05887,0.063718,0.065522,0.083295,0.077838,0.087565,0.097952,0.11915,0.1547,0.18122,0.13191,0.13885,0.18809,0.094661,0.078243,0.044817,0.027585,0.016132,0.008276,0.005009,0.0039084,0.0022636,0.0015023,0.0010982,0.00086831,0.0005779
150,21,CHP,5.2,0,36.9,154.77719,A,0.0080604,0.0080997,0.008213,0.0084873,0.0092175,0.010491,0.011653,0.011319,0.01629,0.015558,0.017165,0.030729,0.020606,0.015664,0.012371,0.0051218,0.0027888,0.0010925,0.00075123,0.00067933,0.00032685,0.00021227,0.00020758,0.00015184,0.00010283,7.11E-05,5.34E-05,4.31E-05
